"No.","Time","Source","Destination","Protocol","Length","Info"
"102","0.017971","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12647; Unit: 255, Func:   3: Read Holding Registers"
"119","0.982513","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12648; Unit: 255, Func:   3: Read Holding Registers"
"120","0.017449","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12648; Unit: 255, Func:   3: Read Holding Registers"
"122","0.282610","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12649; Unit: 255, Func:   3: Read Holding Registers"
"123","0.048115","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12649; Unit: 255, Func:   3: Read Holding Registers"
"125","0.251824","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12650; Unit: 255, Func:   3: Read Holding Registers"
"126","0.026968","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12650; Unit: 255, Func:   3: Read Holding Registers"
"128","0.273088","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12651; Unit: 255, Func:   3: Read Holding Registers"
"129","0.017297","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12651; Unit: 255, Func:   3: Read Holding Registers"
"146","1.083896","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12652; Unit: 255, Func:   3: Read Holding Registers"
"147","0.014571","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12652; Unit: 255, Func:   3: Read Holding Registers"
"152","0.284878","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12653; Unit: 255, Func:   3: Read Holding Registers"
"153","0.026659","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12653; Unit: 255, Func:   3: Read Holding Registers"
"155","0.273631","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12654; Unit: 255, Func:   3: Read Holding Registers"
"156","0.038441","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12654; Unit: 255, Func:   3: Read Holding Registers"
"158","0.263094","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12655; Unit: 255, Func:   3: Read Holding Registers"
"159","0.017697","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12655; Unit: 255, Func:   3: Read Holding Registers"
"176","1.081544","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12656; Unit: 255, Func:   3: Read Holding Registers"
"177","0.021733","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12656; Unit: 255, Func:   3: Read Holding Registers"
"186","0.278166","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12657; Unit: 255, Func:   3: Read Holding Registers"
"187","0.024961","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12657; Unit: 255, Func:   3: Read Holding Registers"
"194","0.275145","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12658; Unit: 255, Func:   3: Read Holding Registers"
"195","0.024005","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12658; Unit: 255, Func:   3: Read Holding Registers"
"203","0.276113","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12659; Unit: 255, Func:   3: Read Holding Registers"
"204","0.040997","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12659; Unit: 255, Func:   3: Read Holding Registers"
"220","1.059721","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12660; Unit: 255, Func:   3: Read Holding Registers"
"225","0.021357","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12660; Unit: 255, Func:   3: Read Holding Registers"
"227","0.278567","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12661; Unit: 255, Func:   3: Read Holding Registers"
"228","0.012240","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12661; Unit: 255, Func:   3: Read Holding Registers"
"232","0.288027","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12662; Unit: 255, Func:   3: Read Holding Registers"
"233","0.016233","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12662; Unit: 255, Func:   3: Read Holding Registers"
"236","0.283873","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12663; Unit: 255, Func:   3: Read Holding Registers"
"237","0.006090","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12663; Unit: 255, Func:   3: Read Holding Registers"
"249","1.094553","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12664; Unit: 255, Func:   3: Read Holding Registers"
"250","0.024895","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12664; Unit: 255, Func:   3: Read Holding Registers"
"253","0.274987","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12665; Unit: 255, Func:   3: Read Holding Registers"
"254","0.020697","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12665; Unit: 255, Func:   3: Read Holding Registers"
"258","0.279542","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12666; Unit: 255, Func:   3: Read Holding Registers"
"259","0.013426","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12666; Unit: 255, Func:   3: Read Holding Registers"
"261","0.286762","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12667; Unit: 255, Func:   3: Read Holding Registers"
"262","0.018983","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12667; Unit: 255, Func:   3: Read Holding Registers"
"278","1.081490","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12668; Unit: 255, Func:   3: Read Holding Registers"
"279","0.027547","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12668; Unit: 255, Func:   3: Read Holding Registers"
"282","0.272689","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12669; Unit: 255, Func:   3: Read Holding Registers"
"283","0.042427","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12669; Unit: 255, Func:   3: Read Holding Registers"
"286","0.257595","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12670; Unit: 255, Func:   3: Read Holding Registers"
"287","0.027323","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12670; Unit: 255, Func:   3: Read Holding Registers"
"289","0.273190","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12671; Unit: 255, Func:   3: Read Holding Registers"
"290","0.010152","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12671; Unit: 255, Func:   3: Read Holding Registers"
"303","1.105045","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12672; Unit: 255, Func:   3: Read Holding Registers"
"304","0.023769","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12672; Unit: 255, Func:   3: Read Holding Registers"
"307","0.261354","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12673; Unit: 255, Func:   3: Read Holding Registers"
"308","0.013576","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12673; Unit: 255, Func:   3: Read Holding Registers"
"311","0.286785","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12674; Unit: 255, Func:   3: Read Holding Registers"
"312","0.008650","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12674; Unit: 255, Func:   3: Read Holding Registers"
"317","0.291546","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12675; Unit: 255, Func:   3: Read Holding Registers"
"318","0.038293","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12675; Unit: 255, Func:   3: Read Holding Registers"
"341","1.062252","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12676; Unit: 255, Func:   3: Read Holding Registers"
"342","0.007937","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12676; Unit: 255, Func:   3: Read Holding Registers"
"346","0.291838","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12677; Unit: 255, Func:   3: Read Holding Registers"
"347","0.016429","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12677; Unit: 255, Func:   3: Read Holding Registers"
"350","0.283758","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12678; Unit: 255, Func:   3: Read Holding Registers"
"351","0.018180","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12678; Unit: 255, Func:   3: Read Holding Registers"
"354","0.282189","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12679; Unit: 255, Func:   3: Read Holding Registers"
"355","0.023644","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12679; Unit: 255, Func:   3: Read Holding Registers"
"366","1.076728","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12680; Unit: 255, Func:   3: Read Holding Registers"
"367","0.011346","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12680; Unit: 255, Func:   3: Read Holding Registers"
"370","0.301036","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12681; Unit: 255, Func:   3: Read Holding Registers"
"371","0.020677","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12681; Unit: 255, Func:   3: Read Holding Registers"
"373","0.272567","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12682; Unit: 255, Func:   3: Read Holding Registers"
"374","0.012434","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12682; Unit: 255, Func:   3: Read Holding Registers"
"376","0.282264","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12683; Unit: 255, Func:   3: Read Holding Registers"
"377","0.035087","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12683; Unit: 255, Func:   3: Read Holding Registers"
"390","1.066005","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12684; Unit: 255, Func:   3: Read Holding Registers"
"391","0.011057","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12684; Unit: 255, Func:   3: Read Holding Registers"
"394","0.288730","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12685; Unit: 255, Func:   3: Read Holding Registers"
"395","0.019278","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12685; Unit: 255, Func:   3: Read Holding Registers"
"397","0.293501","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12686; Unit: 255, Func:   3: Read Holding Registers"
"398","0.023236","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12686; Unit: 255, Func:   3: Read Holding Registers"
"400","0.263952","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12687; Unit: 255, Func:   3: Read Holding Registers"
"401","0.022042","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12687; Unit: 255, Func:   3: Read Holding Registers"
"418","1.078533","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12688; Unit: 255, Func:   3: Read Holding Registers"
"419","0.016871","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12688; Unit: 255, Func:   3: Read Holding Registers"
"421","0.283523","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12689; Unit: 255, Func:   3: Read Holding Registers"
"422","0.017474","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12689; Unit: 255, Func:   3: Read Holding Registers"
"425","0.282675","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12690; Unit: 255, Func:   3: Read Holding Registers"
"426","0.028008","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12690; Unit: 255, Func:   3: Read Holding Registers"
"428","0.283845","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12691; Unit: 255, Func:   3: Read Holding Registers"
"429","0.002176","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12691; Unit: 255, Func:   3: Read Holding Registers"
"449","1.086949","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12692; Unit: 255, Func:   3: Read Holding Registers"
"450","0.040196","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12692; Unit: 255, Func:   3: Read Holding Registers"
"459","0.259584","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12693; Unit: 255, Func:   3: Read Holding Registers"
"460","0.012674","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12693; Unit: 255, Func:   3: Read Holding Registers"
"465","0.287575","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12694; Unit: 255, Func:   3: Read Holding Registers"
"466","0.011505","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12694; Unit: 255, Func:   3: Read Holding Registers"
"472","0.288536","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12695; Unit: 255, Func:   3: Read Holding Registers"
"473","0.059482","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12695; Unit: 255, Func:   3: Read Holding Registers"
"487","1.041060","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12696; Unit: 255, Func:   3: Read Holding Registers"
"488","0.021654","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12696; Unit: 255, Func:   3: Read Holding Registers"
"492","0.278191","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12697; Unit: 255, Func:   3: Read Holding Registers"
"493","0.025988","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12697; Unit: 255, Func:   3: Read Holding Registers"
"496","0.274478","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12698; Unit: 255, Func:   3: Read Holding Registers"
"497","0.016734","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12698; Unit: 255, Func:   3: Read Holding Registers"
"500","0.283283","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12699; Unit: 255, Func:   3: Read Holding Registers"
"501","0.014703","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12699; Unit: 255, Func:   3: Read Holding Registers"
"520","1.089571","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12700; Unit: 255, Func:   3: Read Holding Registers"
"521","0.011177","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12700; Unit: 255, Func:   3: Read Holding Registers"
"523","0.284908","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12701; Unit: 255, Func:   3: Read Holding Registers"
"524","0.021072","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12701; Unit: 255, Func:   3: Read Holding Registers"
"527","0.279215","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12702; Unit: 255, Func:   3: Read Holding Registers"
"528","0.027140","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12702; Unit: 255, Func:   3: Read Holding Registers"
"531","0.273243","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12703; Unit: 255, Func:   3: Read Holding Registers"
"532","0.014817","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12703; Unit: 255, Func:   3: Read Holding Registers"
"544","1.097728","192.168.0.212","192.168.0.211","Modbus/TCP","65","[TCP ACKed unseen segment] Response: Trans: 12704; Unit: 255, Func:   3: Read Holding Registers"
"547","0.287639","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12705; Unit: 255, Func:   3: Read Holding Registers"
"548","0.040372","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12705; Unit: 255, Func:   3: Read Holding Registers"
"553","0.260053","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12706; Unit: 255, Func:   3: Read Holding Registers"
"554","0.022291","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12706; Unit: 255, Func:   3: Read Holding Registers"
"556","0.277945","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12707; Unit: 255, Func:   3: Read Holding Registers"
"557","0.010053","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12707; Unit: 255, Func:   3: Read Holding Registers"
"573","1.090373","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12708; Unit: 255, Func:   3: Read Holding Registers"
"574","0.022692","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12708; Unit: 255, Func:   3: Read Holding Registers"
"577","0.277267","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12709; Unit: 255, Func:   3: Read Holding Registers"
"578","0.023892","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12709; Unit: 255, Func:   3: Read Holding Registers"
"581","0.276407","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12710; Unit: 255, Func:   3: Read Holding Registers"
"582","0.010726","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12710; Unit: 255, Func:   3: Read Holding Registers"
"587","0.289436","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12711; Unit: 255, Func:   3: Read Holding Registers"
"588","0.011080","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12711; Unit: 255, Func:   3: Read Holding Registers"
"611","1.089406","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12712; Unit: 255, Func:   3: Read Holding Registers"
"612","0.003921","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12712; Unit: 255, Func:   3: Read Holding Registers"
"616","0.296185","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12713; Unit: 255, Func:   3: Read Holding Registers"
"617","0.052671","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12713; Unit: 255, Func:   3: Read Holding Registers"
"619","0.247273","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12714; Unit: 255, Func:   3: Read Holding Registers"
"620","0.018219","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12714; Unit: 255, Func:   3: Read Holding Registers"
"622","0.282043","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12715; Unit: 255, Func:   3: Read Holding Registers"
"623","0.014670","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12715; Unit: 255, Func:   3: Read Holding Registers"
"633","1.085963","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12716; Unit: 255, Func:   3: Read Holding Registers"
"634","0.025084","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12716; Unit: 255, Func:   3: Read Holding Registers"
"638","0.275006","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12717; Unit: 255, Func:   3: Read Holding Registers"
"639","0.018032","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12717; Unit: 255, Func:   3: Read Holding Registers"
"642","0.282194","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12718; Unit: 255, Func:   3: Read Holding Registers"
"643","0.027510","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12718; Unit: 255, Func:   3: Read Holding Registers"
"646","0.279079","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12719; Unit: 255, Func:   3: Read Holding Registers"
"647","0.008745","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12719; Unit: 255, Func:   3: Read Holding Registers"
"657","1.084972","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12720; Unit: 255, Func:   3: Read Holding Registers"
"658","0.015665","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12720; Unit: 255, Func:   3: Read Holding Registers"
"660","0.284729","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12721; Unit: 255, Func:   3: Read Holding Registers"
"661","0.010228","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12721; Unit: 255, Func:   3: Read Holding Registers"
"663","0.289858","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12722; Unit: 255, Func:   3: Read Holding Registers"
"664","0.011171","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12722; Unit: 255, Func:   3: Read Holding Registers"
"666","0.293903","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12723; Unit: 255, Func:   3: Read Holding Registers"
"667","0.032769","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12723; Unit: 255, Func:   3: Read Holding Registers"
"681","1.063052","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12724; Unit: 255, Func:   3: Read Holding Registers"
"682","0.011357","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12724; Unit: 255, Func:   3: Read Holding Registers"
"685","0.288456","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12725; Unit: 255, Func:   3: Read Holding Registers"
"686","0.015549","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12725; Unit: 255, Func:   3: Read Holding Registers"
"688","0.284629","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12726; Unit: 255, Func:   3: Read Holding Registers"
"689","0.021491","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12726; Unit: 255, Func:   3: Read Holding Registers"
"691","0.280337","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12727; Unit: 255, Func:   3: Read Holding Registers"
"692","0.015336","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12727; Unit: 255, Func:   3: Read Holding Registers"
"712","1.083370","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12728; Unit: 255, Func:   3: Read Holding Registers"
"713","0.032641","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12728; Unit: 255, Func:   3: Read Holding Registers"
"721","0.267684","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12729; Unit: 255, Func:   3: Read Holding Registers"
"722","0.006656","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12729; Unit: 255, Func:   3: Read Holding Registers"
"727","0.293139","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12730; Unit: 255, Func:   3: Read Holding Registers"
"728","0.014864","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12730; Unit: 255, Func:   3: Read Holding Registers"
"734","0.285636","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12731; Unit: 255, Func:   3: Read Holding Registers"
"735","0.028384","192.168.0.212","192.168.0.211","Modbus/TCP","65","Response: Trans: 12731; Unit: 255, Func:   3: Read Holding Registers"
"750","1.078483","192.168.0.211","192.168.0.212","Modbus/TCP","66","   Query: Trans: 12732; Unit: 255, Func:   3: Read Holding Registers"
